Vulnerabilities,Artifacts,VUL_Functions
CVE-2018-15801,org.springframework.security:spring-security-oauth2-jose:5.1.1.RELEASE,org.springframework.security.oauth2.jwt.JwtIssuerValidator:<init>(java.lang.String);org.springframework.security.oauth2.jwt.JwtIssuerValidator:validate(org.springframework.security.oauth2.jwt.Jwt)
CVE-2020-5405,org.springframework.cloud:spring-cloud-config-client:2.2.1.RELEASE,"org.springframework.cloud.config.client.ConfigServicePropertySourceLocator:getRemoteEnvironment(org.springframework.web.client.RestTemplate,org.springframework.cloud.config.client.ConfigClientProperties,java.lang.String,java.lang.String)"
CVE-2016-5393,org.apache.hadoop:hadoop-common:2.7.2,org.apache.hadoop.util.Shell:getGroupsCommand();org.apache.hadoop.util.Shell:getRunScriptCommand(java.io.File);org.apache.hadoop.util.Shell:getUsersForNetgroupCommand(java.lang.String);org.apache.hadoop.util.Shell:getGroupsForUserCommand(java.lang.String);org.apache.hadoop.util.Shell$ShellCommandExecutor:execute()
CVE-2021-28169,org.eclipse.jetty:jetty-servlets:11.0.1,"org.eclipse.jetty.servlets.ConcatServlet:doGet(jakarta.servlet.http.HttpServletRequest,jakarta.servlet.http.HttpServletResponse);org.eclipse.jetty.servlets.WelcomeFilter:doFilter(jakarta.servlet.ServletRequest,jakarta.servlet.ServletResponse,jakarta.servlet.FilterChain)"
CVE-2008-5515,org.apache.tomcat:catalina:6.0.18,"org.apache.catalina.connector.Request:getRequestDispatcher(java.lang.String);org.apache.catalina.core.ApplicationContext:normalize(java.lang.String);org.apache.catalina.core.ApplicationContext:getResourcePaths(java.lang.String);org.apache.naming.resources.FileDirContext:normalize(java.lang.String);org.apache.catalina.servlets.WebdavServlet:parseLockNullProperties(javax.servlet.http.HttpServletRequest,org.apache.catalina.util.XMLWriter,java.lang.String,int,java.util.Vector);org.apache.catalina.servlets.WebdavServlet:copyResource(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.apache.catalina.core.ApplicationContext:getResourceAsStream(java.lang.String);org.apache.catalina.core.ApplicationContext:getResource(java.lang.String);org.apache.catalina.core.ApplicationHttpRequest:getRequestDispatcher(java.lang.String);org.apache.catalina.ssi.SSIServletExternalResolver:getAbsolutePath(java.lang.String);org.apache.catalina.servlets.WebdavServlet:normalize(java.lang.String);org.apache.catalina.ssi.SSIServletRequestUtil:normalize(java.lang.String);org.apache.catalina.ssi.SSIServletRequestUtil:normalize(java.lang.String);org.apache.catalina.core.ApplicationContext:getRequestDispatcher(java.lang.String);org.apache.catalina.ssi.SSIServletRequestUtil:getRelativePath(javax.servlet.http.HttpServletRequest);org.apache.catalina.ssi.SSIServletExternalResolver:getServletContextAndPathFromVirtualPath(java.lang.String)"
CVE-2015-1776,org.apache.hadoop:hadoop-mapreduce-client-core:2.6.0,"org.apache.hadoop.mapreduce.CryptoUtils:wrapIfNecessary(org.apache.hadoop.conf.Configuration,org.apache.hadoop.fs.FSDataOutputStream);org.apache.hadoop.mapreduce.task.reduce.LocalFetcher:copyMapOutput(org.apache.hadoop.mapreduce.TaskAttemptID);org.apache.hadoop.mapreduce.CryptoUtils:getEncryptionKey();org.apache.hadoop.mapred.JvmTask:readFields(java.io.DataInput);org.apache.hadoop.mapreduce.CryptoUtils:wrapIfNecessary(org.apache.hadoop.conf.Configuration,java.io.InputStream,long);org.apache.hadoop.mapreduce.CryptoUtils:isShuffleEncrypted(org.apache.hadoop.conf.Configuration);org.apache.hadoop.mapreduce.CryptoUtils:cryptoPadding(org.apache.hadoop.conf.Configuration);org.apache.hadoop.mapreduce.CryptoUtils:wrapIfNecessary(org.apache.hadoop.conf.Configuration,org.apache.hadoop.fs.FSDataInputStream);org.apache.hadoop.mapreduce.CryptoUtils:createIV(org.apache.hadoop.conf.Configuration);org.apache.hadoop.mapreduce.JobSubmitter:submitJobInternal(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.mapreduce.Cluster);org.apache.hadoop.mapred.JvmTask:write(java.io.DataOutput)"
CVE-2014-3120,org.elasticsearch:elasticsearch:1.0.0,"org.elasticsearch.script.ScriptService:compile(java.lang.String,java.lang.String);org.elasticsearch.script.ScriptService:<init>(org.elasticsearch.common.settings.Settings,org.elasticsearch.env.Environment,java.util.Set,org.elasticsearch.watcher.ResourceWatcherService);org.elasticsearch.script.ScriptService:dynamicScriptDisabled(java.lang.String)"
CVE-2019-15477,org.jooby:jooby:1.4.0,"org.jooby.Err$DefHandler:handle(org.jooby.Request,org.jooby.Response,org.jooby.Err);org.jooby.internal.RouteImpl:notFound(java.lang.String,java.lang.String);org.jooby.internal.HttpHandlerImpl:routes(java.util.Set,java.lang.String,java.lang.String,org.jooby.MediaType,java.util.List)"
CVE-2019-14837,org.keycloak:keycloak-services:7.0.0,"org.keycloak.services.managers.ClientManager:enableServiceAccount(org.keycloak.models.ClientModel);org.keycloak.services.managers.ClientManager:clientIdChanged(org.keycloak.models.ClientModel,java.lang.String)"
CVE-2013-7397,com.ning:async-http-client:1.8.7,"com.ning.http.client.providers.grizzly.GrizzlyAsyncHttpProvider:initializeTransport(com.ning.http.client.AsyncHttpClientConfig);com.ning.http.client.AsyncHttpClientConfigBean:configureDefaults();com.ning.http.client.AsyncHttpClientConfig:<init>(int,int,int,int,int,int,int,int,boolean,int,boolean,java.lang.String,boolean,java.util.concurrent.ExecutorService,com.ning.http.client.ProxyServerSelector,javax.net.ssl.SSLContext,com.ning.http.client.SSLEngineFactory,com.ning.http.client.AsyncHttpProviderConfig,com.ning.http.client.ConnectionsPool,com.ning.http.client.Realm,java.util.List,java.util.List,java.util.List,int,int,boolean,boolean,boolean,javax.net.ssl.HostnameVerifier,int,boolean,boolean,com.ning.http.client.date.TimeConverter);com.ning.http.client.AsyncHttpClientConfig$Builder:<init>(com.ning.http.client.AsyncHttpClientConfig);com.ning.http.client.providers.netty.NettyAsyncHttpProvider:constructSSLPipeline(com.ning.http.client.providers.netty.NettyConnectListener);com.ning.http.client.AsyncHttpClientConfigBean:setSslEngineFactory(com.ning.http.client.SSLEngineFactory);com.ning.http.util.SslUtils$SSLConfig:<init>();com.ning.http.client.AsyncHttpClientConfig$Builder:build();com.ning.http.client.providers.grizzly.GrizzlyAsyncHttpProvider:initializeTransport(com.ning.http.client.AsyncHttpClientConfig);com.ning.http.util.SslUtils:getSSLContext();com.ning.http.client.AsyncHttpClientConfig:getSSLEngineFactory();com.ning.http.client.AsyncHttpClientConfig$Builder:setSSLContext(javax.net.ssl.SSLContext);com.ning.http.client.AsyncHttpClientConfig$Builder:build();com.ning.http.util.SslUtils:getSSLContext();com.ning.http.util.SslUtils:getSSLEngine();com.ning.http.util.SslUtils:getStrictSSLContext(com.ning.http.util.SslUtils$SSLConfig);com.ning.http.util.SslUtils:getLooseSSLContext();com.ning.http.client.AsyncHttpClientConfigBean:configureDefaults();com.ning.http.client.providers.netty.NettyAsyncHttpProvider:createSSLEngine();com.ning.http.client.SimpleAsyncHttpClient$Builder:setSSLEngineFactory(com.ning.http.client.SSLEngineFactory);com.ning.http.client.providers.netty.NettyAsyncHttpProvider:verifyChannelPipeline(org.jboss.netty.channel.Channel,java.lang.String);com.ning.http.client.providers.netty.NettyAsyncHttpProvider:upgradeProtocol(org.jboss.netty.channel.ChannelPipeline,java.lang.String);com.ning.http.client.AsyncHttpClientConfig$Builder:setSSLEngineFactory(com.ning.http.client.SSLEngineFactory);com.ning.http.client.providers.jdk.JDKAsyncHttpProvider:createUrlConnection(com.ning.http.client.Request)"
CVE-2016-5388,org.apache.tomcat:tomcat-catalina:7.0.27,org.apache.catalina.servlets.CGIServlet:init(javax.servlet.ServletConfig);org.apache.catalina.servlets.CGIServlet$CGIEnvironment:setCGIEnvironment(javax.servlet.http.HttpServletRequest)
CVE-2020-7961,com.liferay.portal:portal-impl:6.0.5,"com.liferay.portal.service.permission.UserPermissionImpl:contains(com.liferay.portal.security.permission.PermissionChecker,long,long[],java.lang.String);com.liferay.portal.util.PortalImpl:getUserPassword(javax.servlet.http.HttpServletRequest);com.liferay.mail.util.FuseMailHook:deleteEmailAddress(long,long);com.liferay.portal.util.HttpImpl:addParameter(java.lang.String,java.lang.String,java.lang.String);com.liferay.portal.security.auth.LDAPAuth:authenticate(long,long,java.lang.String,java.lang.String,long,java.lang.String);com.liferay.mail.util.FuseMailHook:updateEmailAddress(long,long,java.lang.String);com.liferay.mail.util.FuseMailHook:addUser(long,long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);com.liferay.portal.util.HttpImpl:getClient(org.apache.commons.httpclient.HostConfiguration);com.liferay.mail.util.FuseMailHook:deleteUser(long,long);com.liferay.mail.util.FuseMailHook:getHttpClient();com.liferay.portal.model.impl.CompanyImpl:getKeyObj();com.liferay.portal.util.HttpImpl:URLtoByteArray(com.liferay.portal.kernel.util.Http$Options);com.liferay.portal.servlet.filters.virtualhost.VirtualHostFilter:processFilter(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.FilterChain);com.liferay.portal.util.HttpImpl:decodePath(java.lang.String);com.liferay.mail.util.FuseMailHook:addForward(long,long,java.util.List,java.util.List,boolean);com.liferay.mail.util.FuseMailHook:updatePassword(long,long,java.lang.String);com.liferay.portal.util.HttpImpl:encodePath(java.lang.String);com.liferay.portal.util.HttpImpl:toCommonsCookies(javax.servlet.http.Cookie[]);com.liferay.portlet.iframe.util.IFrameUtil:isPasswordTokenEnabled(javax.portlet.PortletRequest);com.liferay.portal.util.HttpImpl:getHostConfig(java.lang.String);com.liferay.mail.util.FuseMailHook:getMailUserId(long,long);com.liferay.mail.util.FuseMailHook:getPostMethod();com.liferay.mail.util.FuseMailHook:executeMethod(org.apache.commons.httpclient.methods.PostMethod);com.liferay.portlet.iframe.util.IFrameUtil:getPassword(javax.portlet.PortletRequest,java.lang.String);com.liferay.portal.util.HttpImpl:toCommonsCookie(javax.servlet.http.Cookie);com.liferay.portal.util.HttpImpl:proxifyState(org.apache.commons.httpclient.HttpState,org.apache.commons.httpclient.HostConfiguration);com.liferay.portal.util.HttpImpl:<init>();com.liferay.mail.util.FuseMailHook:updateBlocked(long,long,java.util.List);com.liferay.portal.util.HttpImpl:toServletCookie(org.apache.commons.httpclient.Cookie);com.liferay.portlet.layoutconfiguration.util.xml.PortletLogic:processXML(java.lang.String);com.liferay.portal.json.JSONFactoryImpl:<init>();com.liferay.mail.util.FuseMailHook:addVacationMessage(long,long,java.lang.String,java.lang.String);com.liferay.portal.util.HttpImpl:toServletCookies(org.apache.commons.httpclient.Cookie[]);com.liferay.portal.util.HttpImpl:destroy();com.liferay.mail.util.FuseMailHook:<init>();com.liferay.portlet.rss.util.RSSWebCacheItem:convert(java.lang.String);com.liferay.portal.workflow.WorkflowPermissionAdvice:invoke(org.aspectj.lang.ProceedingJoinPoint);com.liferay.portlet.blogs.util.PingbackMethodImpl:execute(long);com.liferay.portlet.blogs.util.PingbackMethodImpl:validateSource();com.liferay.portlet.asset.service.persistence.AssetEntryFinderImpl:buildAssetQuerySQL(com.liferay.portlet.asset.service.persistence.AssetEntryQuery,boolean,com.liferay.portal.kernel.dao.orm.Session)"
CVE-2016-6801,org.apache.jackrabbit:jackrabbit-webdav:2.12.1,"org.apache.jackrabbit.webdav.util.CSRFUtil:isValidRequest(javax.servlet.http.HttpServletRequest);org.apache.jackrabbit.webdav.util.CSRFUtil:<init>(java.lang.String);org.apache.jackrabbit.webdav.server.AbstractWebdavServlet:doPost(org.apache.jackrabbit.webdav.WebdavRequest,org.apache.jackrabbit.webdav.WebdavResponse,org.apache.jackrabbit.webdav.DavResource)"
CVE-2019-10797,org.wso2.transport.http:org.wso2.transport.http.netty:6.0.272,"org.wso2.transport.http.netty.contractimpl.common.Util:createHttpRequest(org.wso2.transport.http.netty.message.HttpCarbonMessage);org.wso2.transport.http.netty.contractimpl.common.Util:createHttpResponse(org.wso2.transport.http.netty.message.HttpCarbonMessage,java.lang.String,java.lang.String,boolean);org.wso2.transport.http.netty.contractimpl.common.Util:createFullHttpResponse(org.wso2.transport.http.netty.message.HttpCarbonMessage,java.lang.String,java.lang.String,boolean,io.netty.buffer.ByteBuf)"
CVE-2019-20444,io.netty:netty-codec-http:4.1.43.Final,io.netty.handler.codec.http.HttpObjectDecoder:splitHeader(io.netty.util.internal.AppendableCharSequence)
CVE-2018-1287,org.apache.jmeter:ApacheJMeter_core:3.0,"org.apache.jmeter.engine.RemoteJMeterEngineImpl:startServer(int);org.apache.jmeter.engine.ClientJMeterEngine:exit();org.apache.jmeter.engine.ClientJMeterEngine:reset();org.apache.jmeter.engine.RemoteJMeterEngineImpl:init();org.apache.jmeter.engine.RemoteJMeterEngineImpl:rsetProperties(java.util.Properties);org.apache.jmeter.engine.RemoteJMeterEngineImpl:checkOwner(java.lang.String);org.apache.jmeter.engine.ClientJMeterEngine:runTest();org.apache.jmeter.engine.ClientJMeterEngine:<init>(java.lang.String);org.apache.jmeter.engine.RemoteJMeterEngineImpl:rexit();org.apache.jmeter.engine.ClientJMeterEngine:stopTest(boolean);org.apache.jmeter.engine.ClientJMeterEngine:getHost();org.apache.jmeter.engine.RemoteJMeterEngineImpl:rrunTest();org.apache.jmeter.engine.ClientJMeterEngine:getEngine(java.lang.String);org.apache.jmeter.samplers.RemoteSampleListenerImpl:<init>(java.lang.Object);org.apache.jmeter.engine.RemoteJMeterEngineImpl:<init>(int,int);org.apache.jmeter.engine.RemoteJMeterEngineImpl:rreset();org.apache.jmeter.threads.RemoteThreadsListenerImpl:<init>();org.apache.jmeter.JMeter:start(java.lang.String[])"
CVE-2016-10750,com.hazelcast:hazelcast:3.6.2,"com.hazelcast.internal.serialization.impl.JavaDefaultSerializers$JavaSerializer:<init>(boolean,boolean);com.hazelcast.nio.IOUtil:newObjectInputStream(java.lang.ClassLoader,java.io.InputStream);com.hazelcast.internal.serialization.impl.DefaultSerializationServiceBuilder:setConfig(com.hazelcast.config.SerializationConfig);com.hazelcast.config.AbstractXmlConfigHelper:parseSerialization(org.w3c.dom.Node);com.hazelcast.config.SerializationConfig:toString();com.hazelcast.internal.serialization.impl.JavaDefaultSerializers$ExternalizableSerializer:<init>(boolean)"
CVE-2020-1942,org.apache.nifi:nifi-framework-core:1.2.0,"org.apache.nifi.fingerprint.FingerprintFactory:getProcessorPropertiesComparator();org.apache.nifi.fingerprint.FingerprintFactory:addPropertyFingerprint(java.lang.StringBuilder,org.apache.nifi.components.ConfigurableComponent,java.lang.String,java.lang.String);org.apache.nifi.fingerprint.FingerprintFactory:addRemoteProcessGroupFingerprint(java.lang.StringBuilder,org.w3c.dom.Element)"
CVE-2021-20328,org.mongodb:mongo-java-driver:3.11.0,"com.mongodb.client.internal.KeyManagementService:stream(java.lang.String,java.nio.ByteBuffer)"
CVE-2013-2067,org.apache.tomcat:tomcat-catalina:7.0.27,"org.apache.catalina.authenticator.FormAuthenticator:forwardToLoginPage(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig)"
CVE-2020-15170,com.ctrip.framework.apollo:apollo-core:1.7.0,"com.ctrip.framework.apollo.core.signature.Signature:buildHttpHeaders(java.lang.String,java.lang.String,java.lang.String)"
CVE-2012-0392,org.apache.struts:struts2-core:2.1.8.1,"org.apache.struts2.interceptor.StrutsConversionErrorInterceptor:getOverrideExpr(com.opensymphony.xwork2.ActionInvocation,java.lang.Object);org.apache.struts2.interceptor.CookieInterceptor:intercept(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.interceptor.StrutsConversionErrorInterceptor:getOverrideExpr(com.opensymphony.xwork2.ActionInvocation,java.lang.Object)"
CVE-2020-10683,org.dom4j:dom4j:2.0.0,"org.dom4j.io.SAXReader:setErrorHandler(org.xml.sax.ErrorHandler);org.dom4j.io.SAXReader:setXMLReaderClassName(java.lang.String);org.dom4j.DocumentHelper:parseText(java.lang.String);org.dom4j.io.SAXReader:<init>(java.lang.String);org.dom4j.io.SAXReader:setDispatchHandler(org.dom4j.io.DispatchHandler);org.dom4j.io.SAXReader:<init>();org.dom4j.io.SAXReader:read(java.io.InputStream);org.dom4j.io.SAXReader:read(org.xml.sax.InputSource);org.dom4j.io.SAXReader:getXMLFilter();org.dom4j.io.SAXReader:getDocumentFactory();org.dom4j.io.SAXReader:<init>(java.lang.String,boolean);org.dom4j.io.SAXReader:setProperty(java.lang.String,java.lang.Object);org.dom4j.io.SAXReader:configureReader(org.xml.sax.XMLReader,org.xml.sax.helpers.DefaultHandler);org.dom4j.io.SAXReader:setIgnoreComments(boolean);org.dom4j.io.SAXReader:read(java.io.Reader,java.lang.String);org.dom4j.io.SAXReader:getDispatchHandler();org.dom4j.io.SAXReader:setDocumentFactory(org.dom4j.DocumentFactory);org.dom4j.io.SAXReader:setEntityResolver(org.xml.sax.EntityResolver);org.dom4j.io.SAXReader:getEncoding();org.dom4j.io.SAXReader:isStringInternEnabled();org.dom4j.io.SAXReader:setFeature(java.lang.String,boolean);org.dom4j.io.SAXReader:createContentHandler(org.xml.sax.XMLReader);org.dom4j.io.SAXReader:isIncludeInternalDTDDeclarations();org.dom4j.io.SAXReader$SAXEntityResolver:<init>(java.lang.String);org.dom4j.io.SAXReader:isIncludeExternalDTDDeclarations();org.dom4j.io.SAXReader:setXMLFilter(org.xml.sax.XMLFilter);org.dom4j.io.SAXReader:read(java.net.URL);org.dom4j.io.SAXReader:setValidation(boolean);org.dom4j.io.SAXReader:<init>(boolean);org.dom4j.io.SAXReader:setStripWhitespaceText(boolean);org.dom4j.io.SAXReader:setIncludeExternalDTDDeclarations(boolean);org.dom4j.io.SAXReader:read(java.io.Reader);org.dom4j.io.SAXReader:<init>(org.xml.sax.XMLReader);org.dom4j.io.SAXReader:getEntityResolver();org.dom4j.io.SAXReader:<init>(org.dom4j.DocumentFactory,boolean);org.dom4j.io.SAXReader:isValidating();org.dom4j.io.SAXReader:read(java.io.InputStream,java.lang.String);org.dom4j.io.SAXReader:<init>(org.xml.sax.XMLReader,boolean);org.dom4j.io.SAXReader:resetHandlers();org.dom4j.io.SAXReader:setIncludeInternalDTDDeclarations(boolean);org.dom4j.io.SAXReader:setEncoding(java.lang.String);org.dom4j.io.SAXReader:setDefaultHandler(org.dom4j.ElementHandler);org.dom4j.io.SAXReader:read(java.io.File);org.dom4j.io.SAXReader:isStripWhitespaceText();org.dom4j.io.SAXReader:setMergeAdjacentText(boolean);org.dom4j.io.SAXReader:createXMLReader();org.dom4j.io.SAXReader:createDefaultEntityResolver(java.lang.String);org.dom4j.io.SAXReader:isIgnoreComments();org.dom4j.io.SAXReader$SAXEntityResolver:resolveEntity(java.lang.String,java.lang.String);org.dom4j.io.SAXReader:addHandler(java.lang.String,org.dom4j.ElementHandler);org.dom4j.io.SAXReader:getXMLReader();org.dom4j.io.SAXReader:getErrorHandler();org.dom4j.io.SAXReader:read(java.lang.String);org.dom4j.io.SAXReader:<init>(org.dom4j.DocumentFactory);org.dom4j.io.SAXReader:setStringInternEnabled(boolean);org.dom4j.io.SAXReader:isMergeAdjacentText();org.dom4j.io.SAXReader:setXMLReader(org.xml.sax.XMLReader);org.dom4j.io.SAXReader:removeHandler(java.lang.String);org.dom4j.io.SAXReader:installXMLFilter(org.xml.sax.XMLReader)"
CVE-2014-9970,org.jasypt:jasypt:1.9.0,"org.jasypt.digest.StandardByteDigester:matches(byte[],byte[])"
CVE-2019-10755,org.pac4j:pac4j-saml:3.3.0,"org.pac4j.saml.util.SAML2Utils:generateID();org.pac4j.saml.util.SAML2Utils:urisEqualAfterPortNormalization(java.net.URI,java.net.URI)"
CVE-2018-1000865,org.kohsuke:groovy-sandbox:1.19,"org.kohsuke.groovy.sandbox.SandboxTransformer:call(org.codehaus.groovy.control.SourceUnit,org.codehaus.groovy.classgen.GeneratorContext,org.codehaus.groovy.ast.ClassNode)"
CVE-2012-5370,org.jruby:jruby-core:1.7.0.RC1,org.jruby.RubyString:unseededStrHashCode(org.jruby.Ruby);org.jruby.Ruby:<init>(org.jruby.RubyInstanceConfig);org.jruby.RubyString:strHashCode(org.jruby.Ruby)
CVE-2021-32769,io.micronaut:micronaut-core:2.5.5,"io.micronaut.core.io.file.DefaultFileSystemResourceLoader:<init>();io.micronaut.core.io.file.DefaultFileSystemResourceLoader:<init>(java.nio.file.Path);io.micronaut.core.io.file.DefaultFileSystemResourceLoader:<init>(java.io.File);io.micronaut.core.io.file.DefaultFileSystemResourceLoader:getResourceAsStream(java.lang.String);io.micronaut.core.io.scan.DefaultClassPathResourceLoader:getResourceAsStream(java.lang.String);io.micronaut.core.io.file.DefaultFileSystemResourceLoader:getFilePath(java.lang.String);io.micronaut.core.io.scan.DefaultClassPathResourceLoader:getResourceAsStream(java.lang.String);io.micronaut.core.io.scan.DefaultClassPathResourceLoader:<init>(java.lang.ClassLoader,java.lang.String);io.micronaut.core.io.file.DefaultFileSystemResourceLoader:getResourceAsStream(java.lang.String);io.micronaut.core.io.scan.DefaultClassPathResourceLoader:getResources(java.lang.String);io.micronaut.core.io.file.DefaultFileSystemResourceLoader:<init>(java.lang.String)"
CVE-2021-39148,com.thoughtworks.xstream:xstream:1.4.11.1,"com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission)"
CVE-2011-1582,org.apache.tomcat:tomcat-catalina:7.0.12,org.apache.catalina.core.StandardWrapper:servletSecurityAnnotationScan()
CVE-2018-11799,org.apache.oozie:oozie-core:4.1.0,"org.apache.oozie.command.bundle.BundleStartXCommand:mergeConfig(org.jdom.Element);org.apache.oozie.command.bundle.BundleSubmitXCommand:mergeDefaultConfig();org.apache.oozie.command.wf.SubmitHttpXCommand:execute();org.apache.oozie.command.coord.CoordUpdateXCommand:storeToDB(java.lang.String,org.jdom.Element,org.apache.oozie.CoordinatorJobBean);org.apache.oozie.command.coord.CoordActionStartXCommand:mergeConfig(org.apache.oozie.CoordinatorActionBean);org.apache.oozie.action.oozie.SubWorkflowActionExecutor:injectInline(org.jdom.Element,org.apache.hadoop.conf.Configuration);org.apache.oozie.servlet.V1JobsServlet:submitJob(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration);org.apache.oozie.command.coord.CoordSubmitXCommand:mergeDefaultConfig();org.apache.oozie.command.wf.SubmitXCommand:execute();org.apache.oozie.command.wf.ReRunXCommand:setupReRun()"
CVE-2022-22885,cn.hutool:hutool-http:5.7.18,"cn.hutool.http.HttpRequest:of(java.lang.String,java.nio.charset.Charset)"
CVE-2018-9159,com.sparkjava:spark-core:2.5.5,"spark.resource.ClassPathResource:<init>(java.lang.String,java.lang.ClassLoader);spark.resource.ClassPathResource:equals(java.lang.Object)"
CVE-2021-31407,com.vaadin:flow-server:2.4.0,"com.vaadin.flow.server.StaticFileServer:serveStaticResource(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);com.vaadin.flow.server.StaticFileServer:isStaticResourceRequest(javax.servlet.http.HttpServletRequest)"
CVE-2017-5648,org.apache.tomcat:tomcat-catalina:9.0.0.M17,"org.apache.catalina.core.AsyncContextImpl:fireOnComplete();org.apache.catalina.authenticator.FormAuthenticator:forwardToLoginPage(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.descriptor.web.LoginConfig);org.apache.catalina.core.StandardHostValve:invoke(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response);org.apache.catalina.authenticator.FormAuthenticator:forwardToErrorPage(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.descriptor.web.LoginConfig)"
CVE-2013-2115,org.apache.struts.xwork:xwork-core:2.3.4.1,com.opensymphony.xwork2.ognl.SecurityMemberAccess:setAllowStaticMethodAccess(boolean)
CVE-2016-0785,org.apache.struts.xwork:xwork-core:2.3.16.3,"com.opensymphony.xwork2.ognl.OgnlUtil:setValue(java.lang.String,java.util.Map,java.lang.Object,java.lang.Object);com.opensymphony.xwork2.ognl.OgnlValueStack:setValue(java.lang.String,java.lang.Object,boolean);com.opensymphony.xwork2.ognl.OgnlValueStack:setParameter(java.lang.String,java.lang.Object);com.opensymphony.xwork2.ognl.OgnlUtil:setValue(java.lang.String,java.util.Map,java.lang.Object,java.lang.Object,boolean);com.opensymphony.xwork2.ognl.OgnlValueStack:setValue(java.lang.String,java.lang.Object,boolean,boolean);com.opensymphony.xwork2.ognl.OgnlValueStack:trySetValue(java.lang.String,java.lang.Object,boolean,java.util.Map,boolean)"
CVE-2016-1000343,org.bouncycastle:bcprov-jdk15on:1.54,"org.bouncycastle.jcajce.provider.asymmetric.dh.KeyPairGeneratorSpi:generateKeyPair();org.bouncycastle.jcajce.provider.asymmetric.dh.KeyPairGeneratorSpi:initialize(int,java.security.SecureRandom)"
CVE-2019-10219,org.hibernate.validator:hibernate-validator:6.0.17.Final,org.hibernate.validator.internal.constraintvalidators.hv.SafeHtmlValidator:getFragmentAsDocument(java.lang.CharSequence)
CVE-2010-2232,org.apache.derby:derby:10.5.3.0_1,org.apache.derby.impl.load.Export:lobsFileExists(java.lang.String);org.apache.derby.impl.load.Export:dataFileExists(java.lang.String)
CVE-2018-11775,org.apache.activemq:activemq-client:5.8.0,org.apache.activemq.transport.nio.NIOSSLTransport:initializeStreams();org.apache.activemq.transport.tcp.TcpTransportServer:configureServerSocket(java.net.ServerSocket)
CVE-2020-35217,io.vertx:vertx-web:3.5.4,io.vertx.ext.web.handler.impl.CSRFHandlerImpl:handle(io.vertx.ext.web.RoutingContext);io.vertx.ext.web.handler.impl.CSRFHandlerImpl:setResponseBody(java.lang.String);io.vertx.ext.web.handler.impl.CSRFHandlerImpl:forbidden(io.vertx.ext.web.RoutingContext)
CVE-2011-2732,org.springframework.security:spring-security-core:2.0.4,"org.springframework.security.ui.TargetUrlResolverImpl:isJustUseSavedRequestOnGet();org.springframework.security.ui.TargetUrlResolverImpl:setTargetUrlParameter(java.lang.String);org.springframework.security.ui.TargetUrlResolverImpl:determineTargetUrl(org.springframework.security.ui.savedrequest.SavedRequest,javax.servlet.http.HttpServletRequest,org.springframework.security.Authentication);org.springframework.security.ui.TargetUrlResolverImpl:setJustUseSavedRequestOnGet(boolean)"
CVE-2015-6644,org.bouncycastle:bcprov-ext-jdk15on:1.54,"org.bouncycastle.crypto.modes.GCMBlockCipher:init(boolean,org.bouncycastle.crypto.CipherParameters);org.bouncycastle.crypto.modes.GCMBlockCipher:reset(boolean);org.bouncycastle.crypto.modes.GCMBlockCipher:getNextCounterBlock()"
CVE-2014-0074,org.apache.shiro:shiro-core:1.2.1,"org.apache.shiro.realm.ldap.JndiLdapContextFactory:getLdapContext(java.lang.Object,java.lang.Object);org.apache.shiro.realm.ldap.DefaultLdapContextFactory:getLdapContext(java.lang.Object,java.lang.Object)"
CVE-2015-3208,org.hornetq:hornetq-selector:2.5.0.Beta1,org.hornetq.selector.filter.XalanXPathEvaluator:evaluate(org.xml.sax.InputSource)
